ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
nkr,Li10GeP2S12,2,Li20.0Ge2.0P4.0S24.0,0.00143,,,P42/nmc ,137,8.694,8.694,12.599,90.0,90.0,90.0,LGPS,10.1016/j.ssi.2017.01.014,1,D2 - 112,not available,,,,,,,112.0,
906,Li9.8Ba0.1GeP2S12,2,Li19.6Ba0.2Ge2.0P4.0S24.0,0.000561,,,P42/nmc ,137,8.716,8.716,12.728,90.0,90.0,90.0,LGPS,10.1016/j.ssi.2017.01.014,1,D2 - 112,not available,,,,,,,112.0,
fnu,Li9.6Ba0.2GeP2S12,2,Li19.2Ba0.4Ge2.0P4.0S24.0,0.000572,,,P42/nmc ,137,8.727,8.727,12.908,90.0,90.0,90.0,LGPS,10.1016/j.ssi.2017.01.014,1,D2 - 112,not available,,,,,,,112.0,
pfi,Li9.4Ba0.3GeP2S12,2,Li18.8Ba0.6Ge2.0P4.0S24.0,0.000707,,,P42/nmc ,137,8.734,8.734,13.005,90.0,90.0,90.0,LGPS,10.1016/j.ssi.2017.01.014,1,D2 - 112,not available,,,,,,,112.0,
f0h,Li9.2Ba0.4GeP2S12,2,Li18.4Ba0.8Ge2.0P4.0S24.0,0.000316,,,P42/nmc ,137,8.752,8.752,13.011,90.0,90.0,90.0,LGPS,10.1016/j.ssi.2017.01.014,1,D2 - 112,not available,,,,,,,112.0,
7iw,Li9Ba0.5GeP2S12,2,Li18.0Ba1.0Ge2.0P4.0S24.0,9.98e-05,,,P42/nmc ,137,8.77,8.77,13.053,90.0,90.0,90.0,LGPS,10.1016/j.ssi.2017.01.014,1,D2 - 112,not available,,,,,,,112.0,
ikh,Li9.6P3S12,2,Li19.2P6.0S24.0,0.0012,,,P42/nmc ,137,8.7144,8.7144,12.4677,90.0,90.0,90.0,LGPS,10.1038/nenergy.2016.30,1,D1 - 25,not available,,,appendix: diffraction data available,,,,102.0,25.0
hd3,Li7GePS8,2,Li14.0Ge2.0P2.0S16.0,0.007,,,P42/nmc ,137,8.718,8.718,12.66,90.0,90.0,90.0,LGPS,10.1039/c3ee41728j,1,D2 - 251,not available,,,,,,,251.0,
ete,Li9.54Si1.74P1.44S11.7Cl0.3,2,Li19.08Si3.48P2.88S23.4Cl0.6,0.025,,,P42/nmc ,137,8.709652,8.709652,12.56907,90.0,90.0,90.0,LGPS,10.1038/nenergy.2016.30,1,D1 - 25,not available,,,appendix: diffraction data available,,,,,26.0
k4x,Li10.35Si1.35P1.65S12,2,Li20.7Si2.7P3.3S24.0,0.0065,,,P42/nmc ,137,8.68385,8.68385,12.55589,90.0,90.0,90.0,LGPS,10.1107/s2052520615022283,1,D2 - 109,done,252037-ICSD,,,,,252037.0,109.0,608.0
ia5,LiLaNb2O7,2,Li2.0La2.0Nb4.0O14.0,<1E-8,,,I4/mmm,139,3.8798,3.8798,20.3597,90.0,90.0,90.0,perovskites,10.1016/0925-8388(93)90192-p,1,D2 - 114,done,72566-ICSD,,,,,72566.0,114.0,
xq3,Li4Sr3Nb5.77Fe0.23O19.77,1,Li4.0Sr3.0Nb5.77Fe0.23O19.77,<1E-10,,,I4/mmm,139,3.9585,3.9585,25.915,90.0,90.0,90.0,perovskites,10.1021/cm980736j,1,D2 - 115,done,87823-ICSD,,partial occupancy incorrect,,,87823.0,115.0,
wgw,Li4Sr3Nb6O20,1,Li4.0Sr3.0Nb6.0O20.0,<1E-10,,,I4/mmm,139,3.953,3.953,26.041,90.0,90.0,90.0,perovskites,10.1021/cm980736j,1,D2 - 115,done,87824-ICSD,,partial occupancy incorrect,,,87824.0,115.0,
sg0,LiScO2,4,Li4.0Sc4.0O8.0,<1E-10,,, I41/amd,141,4.1791,4.1791,9.361,90.0,90.0,90.0,oxides,10.2320/matertrans.y-m2016816,1,D2 - 117;D2 - 33,done,257819-ICSD,,ICSD request,,,257819.0,117.0,
97b,Li0.9Sc0.9Zr0.1O2,4,Li3.6Sc3.6Zr0.4O8.0,<1E-10,,, I41/amd,141,4.1804,4.1804,9.4186,90.0,90.0,90.0,oxides,10.2320/matertrans.y-m2016816,1,D2 - 117,done,257820-ICSD,,ICSD request,,,257820.0,117.0,
ipo,Li7La3Hf2O12,8,Li56.0La24.0Hf16.0O96.0,9.85e-07,,,I41/acd ,142,13.106,13.106,12.63,90.0,90.0,90.0,garnet,10.1016/j.jssc.2009.10.030,1,D2 - 118,done,174202-ICSD,,,,,174202.0,118.0,
wyu,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,1.63e-06,,,I41/acd ,142,13.134,13.134,12.663,90.0,90.0,90.0,garnet,10.1016/j.jssc.2009.05.020,1,D1 - 24; D2 - 119,done,246816-ICSD,,,,,,119.0,17.0
bnu,LiGa0.5Al0.5GeO4,18,Li18.0Ga9.0Al9.0Ge18.0O72.0,<1E-10,,,R3,146,13.867,13.867,9.256,90.0,90.0,120.0,oxides,10.1149/2.1111610jes,1,D2 - 123,done,257740-ICSD,,,,,257740.0,123.0,
kxw,LiAlGeO4,18,Li18.0Al18.0Ge18.0O72.0,<1E-10,,,R3,146,13.772,13.772,9.195,90.0,90.0,120.0,oxides,10.1149/2.1111610jes,1,D2 - 123,done,257741-ICSD,,,,,257741.0,123.0,
um1,LiGaGeO4,18,Li18.0Ga18.0Ge18.0O72.0,<1E-10,,, R-3c,167,13.941,13.941,9.302,90.0,90.0,120.0,oxides,10.1149/2.1111610jes,1,D2 - 123,done,257739-ICSD,,,,,257739.0,123.0,
019,LiTi2(PO4)3,6,Li6.0Ti12.0P18.0O72.0,0.000161,,, R-3c,168,8.5112,8.5112,20.8479,90.0,90.0,120.0,NASICON,10.1021/ic400577v,1,D2 - 124,done,118128-ICSD ,,,,,118128.0,124.0,
yqu,Li1.2Ti1.8Al0.2(PO4)3,6,Li7.2Ti10.8Al1.2P18.0O72.0,0.00482,,, R-3,148,8.502,8.502,20.818,90.0,90.0,120.0,NASICON,10.1021/ic400577v,1,D2 - 124,done,118133-ICSD ,,"true formula for lattice params is  Li1.17(Ti1.83Al0.17)(PO4)3, IC at Li1.2",,,118133.0,124.0,
95j,Li3AlH6,6,Li18.0Al6.0H36.0,1.4e-07,,, R-3,148,8.07117,8.07117,9.513,90.0,90.0,120.0,hydrides,10.1063/1.3356981,1,D1 - 727,done,96266-ICSD,,,,,96266.0,,727.0
l2w,Li3.333Mg0.333P2S6,1,Li3.33Mg0.33P2.0S6.0,8.2e-08,,,P-31m,162,6.0748,6.0748,6.5954,90.0,90.0,120.0,thio-phosphate,10.1016/s0167-2738(02)00007-3,1,D2 - 126,done,95606-ICSD,,partial occupancy corrected,,,95606.0,126.0,
ob9,Li2.667Mg0.667P2S6,1,Li2.67Mg0.67P2.0S6.0,4e-06,,,P-31m,162,6.0831,6.0831,6.5863,90.0,90.0,120.0,thio-phosphate,10.1016/s0167-2738(02)00007-3,1,D2 - 126,done,95607-ICSD,,partial occupancy corrected,,,95607.0,126.0,
0iv,Li4P2S6,1,Li4.0P2.0S6.0,2.38e-07,,,P-31m,162,6.075,6.075,6.595,90.0,90.0,120.0,thio-phosphate,10.1016/j.ssi.2015.10.015,1,D2 - 127,done,appendix of D2-128; 242170-ICSD,,,Yes,10.1021/acs.chemmater.6b04175,242170.0,127.0,
2ro,Li4P2S6,1,Li4.0P2.0S6.0,1.6e-10,,,P-31m,162,6.0773,6.0773,6.5985,90.0,90.0,120.0,thio-phosphate,10.1021/acs.chemmater.6b04175,1,D2 - 128,not available,,,could be deleted; glass ceramic,,,,128.0,652.0
ei3,Li3YCl6,3,Li9.0Y3.0Cl18.0,0.000539,,,P-3m1,164,11.2217,11.2217,6.05517,90.0,90.0,120.0,halides,10.1002/adma.201803075,1,D2 - 26,done,,,appendix: diffraction data available,Yes,10.1021/acs.chemmater.0c04352,29969.0,26.0,
deu,Li4.4Al0.4Ge0.6S4,2,Li8.8Al0.8Ge1.2S8.0,4.3e-05,,,P-3m1,164,7.9496,7.9496,6.1566,90.0,90.0,120.0,sulfides,10.1021/acs.chemmater.8b03175,1,D2 - 130,done,appendix,,,,,,130.0,
usu,Li4.4Al0.4Sn0.6S4,2,Li8.8Al0.8Sn1.2S8.0,4.3e-06,,,P-3m1,164,8.0184,8.0184,6.2856,90.0,90.0,120.0,sulfides,10.1021/acs.chemmater.8b03175,1,D2 - 130,done,appendix,,,,,,130.0,
ur9,LiZr2(PO4)3,6,Li6.0Zr12.0P18.0O72.0,1e-09,,,R-3c,167,8.847,8.847,22.24,90.0,90.0,120.0,NASICON,10.1016/0025-5408(86)90194-7,1,D2 -2,done,,,,,,201935.0,137.0,
0o6,Li1.2Ti1.8Sc0.2(PO4)3,6,Li7.2Ti10.8Sc1.2P18.0O72.0,9.98e-05,9.98e-05,0.00251,R-3c,167,8.527,8.527,20.924,90.0,90.0,120.0,,10.1021/acs.inorgchem.6b02274,1,D2 - 132,done,,,,,,119210.0,132.0,
a3l,LiHf2(PO4)3,6,Li6.0Hf12.0P18.0O72.0,2.83e-07,,,R-3c,167,8.824,8.824,22.04,90.0,90.0,120.0,NASICON,10.1002/chin.199345017,1,D2 -2,not available,,,,,,,2.0,
4ba,LiGe2(PO4)3,6,Li6.0Ge12.0P18.0O72.0,3.33e-07,,,R-3c,167,8.287,8.287,20.475,90.0,90.0,120.0,NASICON,10.1002/chin.199345017,1,D2 -2,done,,,Precision of IC is not good non linear extrapolation,Yes,10.1016/0022-4596(91)90134-4,69763.0,2.0,
qea,LiTi2(PO4)3,6,Li6.0Ti12.0P18.0O72.0,2e-06,,,R-3c,167,8.512,8.512,20.858,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
ldx,LiGe2(PO4)3,6,Li6.0Ge12.0P18.0O72.0,4.83e-09,,,R-3c,167,8.27059,8.27059,20.4652,90.0,90.0,120.0,NASICON,10.1021/acsami.8b00842,1,D2 - 133,done,263767-ICSD,downloaded,,,,263767.0,133.0,
0fh,Li1.2Al0.2Ge1.8(PO4)3,6,Li7.2Al1.2Ge10.8P18.0O72.0,4.83e-05,,,R-3c,167,8.2619,8.2619,20.5656,90.0,90.0,120.0,NASICON,10.1021/acsami.8b00842,1,D2 - 133,done,263760-ICSD,downloaded,,,,263760.0,133.0,
gw2,Li1.4Al0.4Ge1.6(PO4)3,6,Li8.4Al2.4Ge9.6P18.0O72.0,0.000188,,,R-3c,167,8.25565,8.25565,20.6319,90.0,90.0,120.0,NASICON,10.1021/acsami.8b00842,1,D2 - 133,done,263762-ICSD,downloaded,,,,263762.0,133.0,
1xf,Li1.5Al0.5Ge1.5(PO4)3,6,Li9.0Al3.0Ge9.0P18.0O72.0,0.000336,,,R-3c,167,8.25658,8.25658,20.6523,90.0,90.0,120.0,NASICON,10.1021/acsami.8b00842,1,D2 - 133,done,263763-ICSD,downloaded,,,,263763.0,133.0,
tjh,Li1.7Al0.7Ge1.3(PO4)3,6,Li10.2Al4.2Ge7.8P18.0O72.0,0.000264,,,R-3c,167,8.25247,8.25247,20.6936,90.0,90.0,120.0,NASICON,10.1021/acsami.8b00842,1,D2 - 133,done,263765-ICSD,downloaded,,,,263765.0,133.0,
8fn,Li1.8Al0.8Ge1.2(PO4)3,6,Li10.8Al4.8Ge7.2P18.0O72.0,0.000137,,,R-3c,167,8.25004,8.25004,20.7062,90.0,90.0,120.0,NASICON,10.1021/acsami.8b00842,1,D2 - 133,done,263766-ICSD,downloaded,,,,263766.0,133.0,
mdj,Li1.2Ti2Si0.2P2.8O12,6,Li7.2Ti12.0Si1.2P16.8O72.0,8.6e-05,,,R-3c,167,8.518,8.518,20.848,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
t1l,Li1.3Ti2Si0.3P2.7O12,6,Li7.8Ti12.0Si1.8P16.2O72.0,0.00032,,,R-3c,167,8.52,8.52,20.862,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
my9,Li1.2Al0.2Ti1.8(PO4)3,6,Li7.2Al1.2Ti10.8P18.0O72.0,0.000595,,,R-3c,167,8.5042,8.5042,20.8252,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,done,,,,Yes,10.1016/j.solidstatesciences.2016.08.011,7932.0,134.0,
9s4,Li1.3Al0.3Ti1.7(PO4)3,6,Li7.8Al1.8Ti10.2P18.0O72.0,0.000722,,,R-3c,167,8.5004,8.5004,20.8156,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,done,,,,Yes,10.1021/acs.chemmater.9b04419,141518.0,134.0,
iqt,Li1.4Al0.4Ti1.6(PO4)3,6,Li8.4Al2.4Ti9.6P18.0O72.0,0.000388,,,R-3c,167,8.4955,8.4955,20.7992,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,done,,,,Yes,10.1016/j.ssi.2019.115192,19904.0,134.0,
xa0,Li1.5Al0.5Ti1.5(PO4)3,6,Li9.0Al3.0Ti9.0P18.0O72.0,0.000248,,,R-3c,167,8.4935,8.4935,20.7994,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,done,,,,Yes,10.1016/j.ssi.2019.115192,19905.0,134.0,
f4x,Li1.2Cr0.2Ti1.8(PO4)3,6,Li7.2Cr1.2Ti10.8P18.0O72.0,1.82e-05,,,R-3c,167,8.5189,8.5189,20.8643,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
txm,Li1.3Cr0.3Ti1.7(PO4)3,6,Li7.8Cr1.8Ti10.2P18.0O72.0,3.51e-05,,,R-3c,167,8.5203,8.5203,20.8702,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
v1t,Li1.4Cr0.4Ti1.6(PO4)3,6,Li8.4Cr2.4Ti9.6P18.0O72.0,0.000149,,,R-3c,167,8.522,8.522,20.88,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
d6b,Li1.5Cr0.5Ti1.5(PO4)3,6,Li9.0Cr3.0Ti9.0P18.0O72.0,0.000386,,,R-3c,167,8.5218,8.5218,20.8829,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
x9a,Li1.2Ga0.2Ti1.8(PO4)3,6,Li7.2Ga1.2Ti10.8P18.0O72.0,0.000162,,,R-3c,167,8.5156,8.5156,20.8451,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
3ta,Li1.3Ga0.3Ti1.7(PO4)3,6,Li7.8Ga1.8Ti10.2P18.0O72.0,0.000261,,,R-3c,167,8.5175,8.5175,20.8541,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
gjy,Li1.4Ga0.4Ti1.6(PO4)3,6,Li8.4Ga2.4Ti9.6P18.0O72.0,0.000128,,,R-3c,167,8.5136,8.5136,20.8588,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
lz8,Li1.5Ga0.5Ti1.5(PO4)3,6,Li9.0Ga3.0Ti9.0P18.0O72.0,0.000122,,,R-3c,167,8.5159,8.5159,20.8419,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
6st,Li1.2Fe0.2Ti1.8(PO4)3,6,Li7.2Fe1.2Ti10.8P18.0O72.0,0.00018,,,R-3c,167,8.5213,8.5213,20.8648,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
t9r,Li1.3Fe0.3Ti1.7(PO4)3,6,Li7.8Fe1.8Ti10.2P18.0O72.0,0.000246,,,R-3c,167,8.5262,8.5262,20.865,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
xr7,Li1.4Fe0.4Ti1.6(PO4)3,6,Li8.4Fe2.4Ti9.6P18.0O72.0,0.000392,,,R-3c,167,8.5301,8.5301,20.8889,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
pg8,Li1.5Fe0.5Ti1.5(PO4)3,6,Li9.0Fe3.0Ti9.0P18.0O72.0,0.000174,,,R-3c,167,8.5367,8.5367,20.8932,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,done,,,,Yes,10.1039/b312865b,55751.0,134.0,
1wm,Li1.2Sc0.2Ti1.8(PO4)3,6,Li7.2Sc1.2Ti10.8P18.0O72.0,0.00069,,,R-3c,167,8.5482,8.5482,20.9418,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
do2,Li1.3Sc0.3Ti1.7(PO4)3,6,Li7.8Sc1.8Ti10.2P18.0O72.0,0.000703,,,R-3c,167,8.5645,8.5645,20.985,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
uaj,Li1.4Sc0.4Ti1.6(PO4)3,6,Li8.4Sc2.4Ti9.6P18.0O72.0,0.000515,,,R-3c,167,8.5651,8.5651,20.9948,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,375.0
5u3,Li1.2In0.2Ti1.8(PO4)3,6,Li7.2In1.2Ti10.8P18.0O72.0,0.00039,,,R-3c,167,8.544,8.544,20.948,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
2eq,Li1.3In0.3Ti1.7(PO4)3,6,Li7.8In1.8Ti10.2P18.0O72.0,0.000393,,,R-3c,167,8.5495,8.5495,20.9586,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
yn6,Li1.4In0.4Ti1.6(PO4)3,6,Li8.4In2.4Ti9.6P18.0O72.0,0.000302,,,R-3c,167,8.5626,8.5626,21.0066,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
8jy,Li1.5In0.5Ti1.5(PO4)3,6,Li9.0In3.0Ti9.0P18.0O72.0,0.000204,,,R-3c,167,8.5695,8.5695,21.0089,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,379.0
p4l,Li1.2La0.2Ti1.8(PO4)3,6,Li7.2La1.2Ti10.8P18.0O72.0,8e-05,,,R-3c,167,8.5117,8.5117,20.8537,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
qkr,Li1.3La0.3Ti1.7(PO4)3,6,Li7.8La1.8Ti10.2P18.0O72.0,0.000523,,,R-3c,167,8.5119,8.5119,20.8513,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
e0z,Li1.4La0.4Ti1.6(PO4)3,6,Li8.4La2.4Ti9.6P18.0O72.0,0.000498,,,R-3c,167,8.5108,8.5108,20.8492,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
vus,Li1.5La0.5Ti1.5(PO4)3,6,Li9.0La3.0Ti9.0P18.0O72.0,0.000281,,,R-3c,167,8.5218,8.5218,20.8621,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,not available,,,,,,,134.0,
h7r,Li(Ti1.4Sn0.6)(PO4)3,6,Li6.0Ti8.4Sn3.6P18.0O72.0,2.28e-05,,,R-3c,167,8.5491,8.5491,21.0473,90.0,90.0,120.0,NASICON,10.1016/j.physb.2011.11.006,1,D2 - 135,done,183672-ICSD,,partial occupancy corrected,,,183672.0,135.0,
9ky,Li(Ti0.6Sn1.4)(PO4)3,6,Li6.0Ti3.6Sn8.4P18.0O72.0,9.42e-06,,,R-3c,167,8.5983,8.5983,21.2868,90.0,90.0,120.0,NASICON,10.1016/j.physb.2011.11.006,1,D2 - 135,done,183676-ICSD,,partial occupancy corrected,,,183676.0,135.0,
4ea,Li(Ti0.4Sn1.6)(PO4)3,6,Li6.0Ti2.4Sn9.6P18.0O72.0,3.15e-06,,,R-3c,167,8.6121,8.6121,21.3574,90.0,90.0,120.0,NASICON,10.1016/j.physb.2011.11.006,1,D2 - 135,done,183677-ICSD,,partial occupancy corrected,,,183677.0,135.0,
z7n,Li0.86Hf2.035(PO4)3,6,Li5.16Hf12.21P18.0O72.0,9.2e-08,,,R-3c,167,8.8306,8.8306,22.027,90.0,90.0,120.0,NASICON,10.1021/cm970078n,0,,done,,,double check with ID 11,,,83501.0,11.0,
7kf,Li1.7Al0.3Ti1.6(PO4)3,6,Li10.2Al1.8Ti9.6P18.0O72.0,0.00122,0.00122,0.002,R-3c,167,8.46,8.46,20.69,90.0,90.0,120.0,NASICON,10.1016/s0167-2738(00)00493-8,1,D2 - 142,not available,,,ic # check,,,,142.0,
i8k,Li1.2In0.2Ti1.8(PO4)3,6,Li7.2In1.2Ti10.8P18.0O72.0,8.22e-05,,,R-3c,167,8.55,8.55,20.96,90.0,90.0,120.0,NASICON,10.1021/cm030422i,1,D2 - 143,not available,,,,,,,143.0,
hzf,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,6,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,0.000972,,,R-3c,167,8.5169,8.5169,20.916,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.03.045,1,D2 - 144,not available,,,,,,,144.0,
x61,Li1.3Al0.15Sc0.15Ti1.7(PO4)3,6,Li7.8Al0.9Sc0.9Ti10.2P18.0O72.0,0.00124,,,R-3c,167,8.5244,8.5244,20.9553,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.03.045,1,D2 - 144,not available,,,,,,,144.0,
czo,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,6,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,0.000429,,,R-3c,167,8.5322,8.5322,21.0039,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.03.045,1,D2 - 144,not available,,,,,,,144.0,
o8s,Li1.3Sc0.3Ti1.7(PO4)3,6,Li7.8Sc1.8Ti10.2P18.0O72.0,0.000452,,,R-3c,167,8.5529,8.5529,21.058,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.03.045,1,D2 - 144,not available,,,,,,,144.0,
lap,Li1.3Al0.3Ti1.7(PO4)3,6,Li7.8Al1.8Ti10.2P18.0O72.0,0.00113,,,R-3c,167,8.5012,8.5012,20.8416,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2012.03.045,1,D2 - 144,done,,,,Yes,10.1021/acs.chemmater.9b04419,141519.0,144.0,
yp3,LiTi2(PO4)3,6,Li6.0Ti12.0P18.0O72.0,6e-05,,,R-3c,167,8.5087,8.5087,20.9089,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 – 145,not available,,,composition should be corrected,,,,145.0,
tzl,Li1.05Al0.05Ti1.95(PO4)3,6,Li6.3Al0.3Ti11.7P18.0O72.0,0.0011,,,R-3c,167,8.5066,8.5066,20.9085,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,
hyj,Li1.1Al0.1Ti1.9(PO4)3,6,Li6.6Al0.6Ti11.4P18.0O72.0,0.00067,,,R-3c,167,8.5068,8.5068,20.8905,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,
mg4,Li1.3Al0.3Ti1.7(PO4)3,6,Li7.8Al1.8Ti10.2P18.0O72.0,0.0062,,,R-3c,167,8.4941,8.4941,20.8586,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,done,,,composition should be corrected,Yes,10.1016/j.jallcom.2020.155878,36778.0,145.0,19.0
50s,Li1.4Al0.4Ti1.6(PO4)3,6,Li8.4Al2.4Ti9.6P18.0O72.0,0.0033,,,R-3c,167,8.4882,8.4882,20.8571,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,
d4q,Li1.05Cr0.05Ti1.95(PO4)3,6,Li6.3Cr0.3Ti11.7P18.0O72.0,0.00018,,,R-3c,167,8.5093,8.5093,20.915,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,
6he,Li1.1Cr0.1Ti1.9(PO4)3,6,Li6.6Cr0.6Ti11.4P18.0O72.0,0.00026,,,R-3c,167,8.5126,8.5126,20.9212,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,
pwy,Li1.2Cr0.2Ti1.8(PO4)3,6,Li7.2Cr1.2Ti10.8P18.0O72.0,0.00043,,,R-3c,167,8.5132,8.5132,20.9271,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,
y9l,Li1.3Cr0.3Ti1.7(PO4)3,6,Li7.8Cr1.8Ti10.2P18.0O72.0,0.00029,,,R-3c,167,8.5183,8.5183,20.9177,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,
rc1,Li1.05Fe0.05Ti1.95(PO4)3,6,Li6.3Fe0.3Ti11.7P18.0O72.0,0.00013,,,R-3c,167,8.5125,8.5125,20.8871,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,
lzt,Li1.1Fe0.1Ti1.9(PO4)3,6,Li6.6Fe0.6Ti11.4P18.0O72.0,0.00063,,,R-3c,167,8.5137,8.5137,20.8822,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,
kbp,Li1.2Fe0.2Ti1.8(PO4)3,6,Li7.2Fe1.2Ti10.8P18.0O72.0,0.0014,,,R-3c,167,8.5213,8.5213,20.9211,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,
b9u,Li1.3Fe0.3Ti1.7(PO4)3,6,Li7.8Fe1.8Ti10.2P18.0O72.0,0.0023,,,R-3c,167,8.5239,8.5239,20.9215,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018,1,D2 - 145,not available,,,composition should be corrected,,,,145.0,
3uq,Li1.3Al0.3Ge1.7(PO4)3,6,Li7.8Al1.8Ge10.2P18.0O72.0,8.24e-05,,,R-3c,167,8.26189,8.26189,20.5646,90.0,90.0,120.0,NASICON,10.1021/acsami.8b00842,1,D2 - 133,done,263761-ICSD,downloaded,"check ID 242-247; refer D2 - 140, D2- 146, D1-421",,,263761.0,133.0,
1dm,Li1.6Al0.6Ge1.4(PO4)3,6,Li9.6Al3.6Ge8.4P18.0O72.0,0.000284,,,R-3c,167,8.2526,8.2526,20.6831,90.0,90.0,120.0,NASICON,10.1021/acsami.8b00842,1,D2 - 133,done,263764-ICSD,downloaded,,,,263764.0,133.0,
rg6,Li1.4Al0.4Ti1.6 (PO4)3,6,Li8.4Al2.4Ti9.6P18.0O72.0,0.00338,,,R-3c,167,8.4975,8.4975,20.7921,90.0,90.0,120.0,NASICON,10.1016/j.jeurceramsoc.2014.11.023,1,D2 - 243,not available,,,refere D2 - 134,,,,243.0,
